round,arena,pirate1,pirate2,pirate3,pirate4,fa1,fa2,fa3,fa4,pfa1,pfa2,pfa3,pfa4,nfa1,nfa2,nfa3,nfa4,opening_odds1,opening_odds2,opening_odds3,opening_odds4,closing_odds1,closing_odds2,closing_odds3,closing_odds4,winner
7340,3,16,14,7,11,3,0,1,0,4,3,1,3,-1,-3,0,-3,2,11,2,12,2,11,2,12,1
7340,4,13,1,2,4,-2,1,-2,1,1,2,1,3,-3,-1,-3,-2,13,2,13,2,13,2,13,2,4
7341,0,10,7,5,13,0,2,1,0,1,3,2,2,-1,-1,-1,-2,13,4,2,2,13,2,2,2,2
7341,1,11,18,16,19,0,1,4,0,2,2,6,2,-2,-1,-2,-2,13,13,2,2,13,13,2,2,3
7341,2,1,6,12,20,-3,0,2,1,1,0,3,1,-4,0,-1,0,9,10,6,2,11,13,7,2,1
7341,3,2,15,8,14,2,1,0,-2,4,3,3,0,-2,-2,-3,-2,12,2,11,12,13,2,13,13,1
7341,4,3,17,4,9,2,3,2,0,3,4,3,1,-1,-1,-1,-1,13,2,2,12,13,2,2,12,2
7342,0,14,13,18,6,1,1,0,1,1,2,1,2,0,-1,-1,-1,7,3,4,3,7,3,4,3,2
7342,1,10,12,3,5,-1,2,3,3,0,2,4,3,-1,0,-1,0,13,4,11,2,13,6,13,2,4
7342,2,16,20,1,8,5,4,3,-1,6,4,4,2,-1,0,-1,-3,4,3,2,13,3,3,2,13,2
7342,3,17,15,11,4,2,-1,1,2,2,1,2,2,0,-2,-1,0,5,2,13,2,5,2,13,2,1
7342,4,2,19,7,9,1,-2,0,-1,2,1,2,0,-1,-3,-2,-1,5,2,3,7,5,2,3,7,2
7343,0,9,19,6,15,0,-3,-1,1,2,0,2,1,-2,-3,-3,0,13,13,13,2,13,13,13,2,4
7343,1,10,17,16,3,1,3,2,5,1,4,5,5,0,-1,-3,0,13,2,2,3,13,2,2,3,2
7343,2,20,5,18,12,0,2,0,3,2,2,2,3,-2,0,-2,0,7,2,8,2,7,2,8,2,1
7343,3,8,14,2,4,2,1,0,2,3,3,3,3,-1,-2,-3,-1,11,8,7,2,13,10,9,2,4
7343,4,13,11,1,7,0,-1,1,2,2,0,3,3,-2,-1,-2,-1,7,13,2,3,7,13,2,3,4
7344,0,15,9,1,10,0,0,1,-2,1,1,2,0,-1,-1,-1,-2,2,13,2,13,2,13,2,13,1
7344,1,14,18,11,3,3,3,1,3,3,3,1,4,0,0,0,-1,5,2,8,4,6,2,6,6,2
7344,2,7,16,12,6,1,2,3,0,2,3,4,1,-1,-1,-1,-1,7,2,4,4,6,2,5,5,2
7344,3,5,20,8,2,2,1,4,-2,3,2,4,1,-1,-1,0,-3,4,2,3,7,5,2,4,5,1
7344,4,4,19,13,17,0,1,-1,3,2,3,1,4,-2,-2,-2,-1,10,2,13,2,9,2,13,2,2
7345,0,16,13,3,5,3,2,2,1,4,3,4,1,-1,-1,-2,0,3,3,13,2,2,2,13,2,1
7345,1,14,12,7,6,0,2,5,-2,2,4,5,0,-2,-2,0,-2,13,6,2,10,13,7,2,13,3
7345,2,15,18,19,9,-1,0,0,1,1,3,1,1,-2,-3,-1,0,2,13,2,13,2,13,2,13,3
7345,3,20,11,8,1,0,5,0,2,2,5,2,2,-2,0,-2,0,10,11,13,2,13,13,13,2,3
7345,4,4,10,17,2,1,-2,1,1,2,0,3,3,-1,-2,-2,-2,3,13,2,3,2,13,2,2,3
7346,0,14,6,16,4,2,0,-1,3,3,0,1,3,-1,0,-2,0,10,12,8,2,13,13,10,2,4
7346,1,18,8,17,20,1,-3,3,0,1,1,3,1,0,-4,0,-1,7,13,2,2,7,13,2,2,4
7346,2,7,2,1,10,2,3,0,0,2,4,1,0,0,-1,-1,0,6,5,2,11,7,7,2,13,1
7346,3,5,19,13,3,1,-1,1,2,2,1,3,3,-1,-2,-2,-1,7,2,3,8,7,2,3,8,4
7346,4,12,9,15,11,4,0,4,1,4,2,4,2,0,-2,0,-1,13,13,2,13,13,13,2,13,3
7347,0,4,1,17,18,1,0,5,4,3,1,5,4,-2,-1,0,0,13,5,2,3,13,5,2,3,2
7347,1,10,13,19,2,1,-1,-2,-1,1,2,0,2,0,-3,-2,-3,13,5,2,5,13,7,2,7,3
7347,2,8,12,5,6,1,2,1,-1,3,3,2,0,-2,-1,-1,-1,12,5,2,4,12,5,2,5,2
7347,3,16,3,20,15,6,-2,1,3,6,1,2,3,0,-3,-1,0,5,13,13,2,7,13,13,2,4
7347,4,14,9,11,7,-2,-2,0,1,0,0,2,1,-2,-2,-2,0,10,13,9,2,13,13,11,2,3
7348,0,6,10,14,18,-1,-1,4,2,1,2,4,4,-2,-3,0,-2,12,13,2,2,13,13,2,2,4
7348,1,7,8,3,2,3,5,3,0,4,6,5,1,-1,-1,-2,-1,3,3,10,3,3,3,10,3,4
7348,2,13,5,9,19,0,1,3,-2,1,1,3,1,-1,0,0,-3,6,3,8,2,6,3,8,2,3
7348,3,12,20,17,16,3,0,1,4,4,2,2,4,-1,-2,-1,0,12,9,7,2,13,11,9,2,4
7348,4,11,4,15,1,1,0,1,0,2,1,2,3,-1,-1,-1,-3,13,10,2,4,13,13,2,6,3
7349,0,18,3,19,1,3,3,0,-2,4,4,3,1,-1,-1,-3,-3,5,13,2,3,4,13,2,3,2
7349,1,5,9,16,6,2,2,2,1,2,3,3,1,0,-1,-1,0,3,13,2,4,3,13,2,4,3
7349,2,10,14,7,17,-1,4,1,5,0,4,2,6,-1,0,-1,-1,13,4,5,2,13,5,6,2,4
7349,3,11,2,8,20,1,4,-1,0,2,5,2,2,-1,-1,-3,-2,13,2,12,2,13,2,11,2,4
7349,4,12,4,13,15,1,0,1,2,4,1,3,3,-3,-1,-2,-1,13,12,13,2,13,13,13,2,3
7350,0,15,14,17,18,1,2,0,0,2,2,1,2,-1,0,-1,-2,2,9,5,12,2,11,7,13,1
7350,1,10,2,4,8,-1,4,-1,-2,1,5,1,2,-2,-1,-2,-4,13,2,2,6,13,2,2,5,2
7350,2,7,5,12,6,6,1,0,-3,6,3,2,0,0,-2,-2,-3,2,3,11,11,2,4,12,12,1
7350,3,11,3,16,19,2,2,1,-1,3,4,2,1,-1,-2,-1,-2,13,13,2,2,13,13,2,2,4
7350,4,1,13,9,20,2,-3,2,2,2,1,2,2,0,-4,0,0,2,13,13,2,2,13,13,2,4
7351,0,4,17,2,13,2,0,0,-2,2,2,2,0,0,-2,-2,-2,2,3,5,5,2,3,5,5,4
7351,1,18,7,5,14,1,1,2,1,3,2,2,3,-2,-1,0,-2,10,5,2,4,11,6,2,5,3
7351,2,11,12,6,16,1,1,1,2,2,3,2,5,-1,-2,-1,-3,12,10,3,2,13,12,3,2,4
7351,3,10,1,20,3,1,-1,-2,4,1,1,1,4,0,-2,-3,0,13,2,4,3,13,2,4,2,1
7351,4,19,8,9,15,-1,-2,-3,3,0,1,0,3,-1,-3,-3,0,10,13,13,2,13,13,13,2,4
7352,0,12,18,7,2,-1,1,2,0,1,5,3,1,-2,-4,-1,-1,12,8,2,3,13,8,2,3,4
7352,1,5,10,17,11,1,0,2,0,2,1,2,1,-1,-1,0,-1,7,13,2,8,9,13,2,10,3
7352,2,8,20,4,6,0,1,1,-1,2,2,2,1,-2,-1,-1,-2,13,3,2,5,13,3,2,5,4
7352,3,13,15,16,19,0,1,1,1,2,2,2,1,-2,-1,-1,0,13,2,8,2,13,2,7,2,4
7352,4,14,3,1,9,2,2,1,1,3,4,3,1,-1,-2,-2,0,7,13,2,8,9,13,2,12,3
7353,0,8,13,1,19,0,2,4,-1,2,2,4,0,-2,0,0,-1,13,9,2,3,13,11,2,4,3
7353,1,4,2,10,14,-1,4,0,3,0,4,2,4,-1,0,-2,-1,7,2,13,2,7,2,13,2,2
7353,2,15,7,5,18,0,1,1,-1,2,1,2,1,-2,0,-1,-2,2,5,5,11,2,7,7,13,1
7353,3,3,16,6,12,5,-1,-1,1,6,1,0,4,-1,-2,-1,-3,5,3,4,3,4,3,4,3,2
7353,4,11,20,17,9,3,-2,2,-1,3,1,4,2,0,-3,-2,-3,7,5,2,11,8,7,2,13,1
7354,0,5,11,8,15,1,2,1,1,2,2,3,2,-1,0,-2,-1,9,13,13,2,12,13,13,2,2
7354,1,9,7,12,13,1,-2,2,2,1,1,4,4,0,-3,-2,-2,13,9,5,2,13,11,7,2,3
7354,2,18,6,19,3,3,1,0,3,5,2,2,6,-2,-1,-2,-3,7,6,2,9,9,7,2,11,3
7354,3,14,20,10,4,3,3,-1,-1,4,3,0,2,-1,0,-1,-3,7,2,13,5,9,2,13,7,4
7354,4,1,2,17,16,2,0,2,1,4,3,4,3,-2,-3,-2,-2,2,13,3,4,2,13,3,4,2
7355,0,1,3,12,6,1,3,1,3,2,4,2,3,-1,-1,-1,0,2,10,9,2,2,10,9,2,4
7355,1,16,2,17,7,1,5,0,2,2,5,1,2,-1,0,-1,0,5,3,4,3,4,3,4,3,4
7355,2,11,20,15,13,2,1,1,-1,2,2,2,2,0,-1,-1,-3,13,7,2,11,13,10,2,13,3
7355,3,18,19,4,9,2,-1,0,1,3,1,2,2,-1,-2,-2,-1,5,2,3,11,5,2,3,11,2
7355,4,10,8,5,14,-1,2,3,2,1,3,4,3,-2,-1,-1,-1,13,9,2,2,13,9,2,2,3
7356,0,8,6,11,2,2,1,2,2,4,2,4,3,-2,-1,-2,-1,9,5,5,2,8,6,6,2,4
7356,1,20,10,5,19,0,-1,1,-1,1,0,1,0,-1,-1,0,-1,6,13,3,2,6,13,3,2,1
7356,2,12,3,18,7,2,1,2,-1,3,3,4,1,-1,-2,-2,-2,4,13,2,2,5,12,3,3,4
7356,3,14,15,4,1,3,0,1,1,3,1,2,1,0,-1,-1,0,13,2,8,2,13,2,8,2,4
7356,4,9,16,13,17,1,3,1,3,2,4,3,3,-1,-1,-2,0,13,3,5,2,13,3,5,2,2
7357,0,7,18,14,13,-2,2,2,0,1,4,4,2,-3,-2,-2,-2,9,7,3,2,9,7,3,2,4
7357,1,6,11,8,12,0,1,1,3,2,2,3,3,-2,-1,-2,0,6,12,7,2,9,13,9,2,4
7357,2,16,2,10,17,2,-2,0,5,3,1,1,5,-1,-3,-1,0,4,13,13,2,6,13,13,2,4
7357,3,1,19,20,3,2,0,1,2,4,2,2,2,-2,-2,-1,0,2,3,3,13,2,3,3,13,4
7357,4,5,15,4,9,0,0,-1,-1,1,2,0,1,-1,-2,-1,-2,8,2,3,13,10,2,4,13,2
7358,0,4,12,8,1,-1,3,1,2,0,5,4,3,-1,-2,-3,-1,8,10,13,2,10,13,13,2,4
7358,1,11,15,18,5,4,-1,0,1,4,1,1,1,0,-2,-1,0,11,2,10,2,11,2,10,2,3
7358,2,3,16,10,20,0,4,0,1,1,5,1,2,-1,-1,-1,-1,13,2,13,2,13,2,13,2,4
7358,3,2,9,14,17,3,2,-1,2,4,2,1,3,-1,0,-2,-1,4,13,13,2,6,13,13,2,4
7358,4,13,19,7,6,0,0,1,0,1,1,2,1,-1,-1,-1,-1,8,2,4,6,8,2,5,6,3
7359,0,10,17,16,8,-2,4,2,2,0,5,2,2,-2,-1,0,0,13,2,2,7,13,2,2,5,3
7359,1,7,15,3,1,0,2,2,1,2,2,4,2,-2,0,-2,-1,13,2,13,3,13,2,13,4,2
7359,2,5,18,4,12,3,1,0,3,3,4,2,3,0,-3,-2,0,2,12,5,2,2,12,5,2,4
7359,3,14,13,2,6,1,1,4,0,1,2,5,1,0,-1,-1,-1,9,3,2,4,8,3,2,4,4
7359,4,19,20,9,11,2,0,1,3,3,1,2,3,-1,-1,-1,0,2,4,13,7,2,6,13,9,1
7360,0,14,2,12,8,0,5,5,-3,1,6,5,2,-1,-1,0,-5,12,2,2,13,12,2,2,13,3
7360,1,4,18,10,3,1,2,0,2,1,3,1,3,0,-1,-1,-1,2,3,13,5,2,3,13,5,1
7360,2,11,6,13,15,0,1,-2,0,1,2,0,0,-1,-1,-2,0,13,13,13,2,13,13,13,2,4
7360,3,7,5,20,16,1,0,2,2,2,2,2,4,-1,-2,0,-2,8,13,2,2,8,13,2,2,4
7360,4,9,19,1,17,0,-3,4,0,1,0,4,1,-1,-3,0,-1,13,10,2,4,13,13,2,5,4
7361,0,10,18,8,19,1,1,0,-1,2,3,3,1,-1,-2,-3,-2,13,7,11,2,13,9,13,2,4
7361,1,17,4,11,1,4,-1,2,3,5,2,4,4,-1,-3,-2,-1,3,11,13,2,4,12,13,2,4
7361,2,2,7,15,6,3,1,3,-1,4,2,4,1,-1,-1,-1,-2,13,13,2,13,13,13,2,13,3
7361,3,16,5,20,3,5,5,4,1,5,5,4,2,0,0,0,-1,4,3,2,13,3,2,2,13,2
7361,4,9,12,13,14,-2,1,0,1,1,1,1,2,-3,0,-1,-1,13,5,2,2,13,4,2,2,3
7362,0,19,5,3,4,0,1,0,2,1,2,2,2,-1,-1,-2,0,3,5,13,2,3,5,13,2,2
7362,1,17,1,8,9,-1,0,3,0,0,1,4,0,-1,-1,-1,0,8,2,3,11,10,2,3,13,3
7362,2,16,20,18,6,2,2,2,1,5,2,2,1,-3,0,0,0,5,2,4,4,6,2,5,5,1
7362,3,14,12,2,11,-1,5,1,2,0,6,4,3,-1,-1,-3,-1,13,2,4,3,13,2,3,3,1
7362,4,15,13,10,7,3,2,2,3,3,3,2,3,0,-1,0,0,2,12,13,10,2,12,13,10,1
7363,0,4,19,16,18,0,1,-1,3,2,3,2,4,-2,-2,-3,-1,9,2,5,4,9,2,6,4,4
7363,1,10,6,14,20,0,1,5,2,2,2,5,3,-2,-1,0,-1,13,10,3,2,13,13,3,2,3
7363,2,2,17,12,3,1,3,3,1,4,3,4,3,-3,0,-1,-2,13,2,3,12,13,2,3,13,3
7363,3,5,7,9,8,1,2,2,1,1,2,2,3,0,0,0,-2,3,2,8,5,3,2,8,5,3
7363,4,13,15,1,11,1,-1,2,3,2,2,3,4,-1,-3,-1,-1,10,3,2,7,12,3,2,6,3
7364,0,13,2,14,16,-5,-1,5,1,0,1,5,2,-5,-2,0,-1,13,12,2,2,13,12,2,2,4
7364,1,15,8,18,5,1,2,-1,0,3,5,2,3,-2,-3,-3,-3,2,10,13,5,2,13,13,7,4
7364,2,7,11,6,3,1,3,-1,0,2,4,1,4,-1,-1,-2,-4,2,3,4,8,2,3,4,7,3
7364,3,10,19,4,1,2,0,0,1,3,2,0,3,-1,-2,0,-2,13,2,5,2,13,2,4,2,2
7364,4,9,20,17,12,-2,-1,-1,3,0,1,1,3,-2,-2,-2,0,13,5,4,2,13,6,5,2,3
7365,0,13,3,2,17,-3,4,1,2,0,5,2,4,-3,-1,-1,-2,13,9,3,2,13,11,4,2,4
7365,1,7,18,20,9,-1,2,1,2,1,3,2,3,-2,-1,-1,-1,11,4,2,6,13,5,2,7,3
7365,2,10,11,1,8,0,1,0,3,0,2,2,4,0,-1,-2,-1,13,13,2,2,13,13,2,2,4
7365,3,12,5,4,14,0,-1,0,2,3,2,1,4,-3,-3,-1,-2,10,7,2,2,10,7,2,2,2
7365,4,15,16,19,6,3,3,1,0,3,4,1,1,0,-1,0,-1,2,13,3,13,2,13,4,13,3
7366,0,14,15,17,6,5,0,2,-3,5,0,5,0,0,0,-3,-3,8,2,5,13,12,2,7,13,3
7366,1,20,13,4,8,3,1,1,1,3,2,2,3,0,-1,-1,-2,2,4,4,11,2,5,5,12,4
7366,2,9,2,1,11,0,1,-1,2,1,2,1,2,-1,-1,-2,0,13,5,2,3,13,5,2,3,3
7366,3,3,18,12,10,1,1,0,0,3,4,2,2,-2,-3,-2,-2,9,3,2,3,8,3,2,3,2
7366,4,16,19,5,7,2,-2,1,-1,2,0,2,0,0,-2,-1,-1,2,3,4,7,2,3,4,7,3
7367,0,7,16,11,14,0,3,3,2,2,4,3,2,-2,-1,0,0,11,2,6,3,11,2,6,3,2
7367,1,13,9,3,17,2,-1,3,1,3,0,4,1,-1,-1,-1,0,3,13,12,2,4,13,13,2,1
7367,2,18,4,8,15,1,0,0,3,2,1,3,3,-1,-1,-3,0,13,13,13,2,13,13,13,2,4
7367,3,2,10,6,20,3,1,-1,-1,4,2,0,1,-1,-1,-1,-2,3,13,6,2,3,13,6,2,2
7367,4,12,19,1,5,0,1,1,1,2,2,3,3,-2,-1,-2,-2,13,2,2,4,13,2,2,4,2
7368,0,12,6,7,19,1,0,1,0,4,1,2,1,-3,-1,-1,-1,13,11,8,2,13,13,10,2,3
7368,1,4,5,17,2,1,1,1,2,2,2,3,4,-1,-1,-2,-2,5,3,3,4,4,3,3,4,2
7368,2,14,8,15,16,1,2,0,1,3,3,1,1,-2,-1,-1,0,13,13,2,2,13,13,2,2,3
7368,3,9,1,11,3,0,1,1,2,1,2,2,3,-1,-1,-1,-1,13,2,7,5,13,2,9,7,2
7368,4,10,18,20,13,1,2,-1,1,1,2,2,1,0,0,-3,0,13,4,4,2,13,4,4,2,4
7369,0,13,8,7,12,-2,5,3,3,1,6,4,3,-3,-1,-1,0,13,5,3,2,13,4,3,2,3
7369,1,3,20,18,9,1,0,-1,-1,2,2,3,1,-1,-2,-4,-2,7,2,4,7,9,2,5,5,4
7369,2,17,15,19,14,1,1,0,1,3,2,0,3,-2,-1,0,-2,11,2,2,12,12,2,2,13,3
7369,3,10,5,11,1,-1,4,4,-2,0,4,4,0,-1,0,0,-2,13,2,6,2,13,2,6,2,3
7369,4,4,6,16,2,3,1,4,0,3,2,5,3,0,-1,-1,-3,2,13,2,10,2,13,2,11,1
7370,0,6,2,1,16,0,3,4,3,1,4,5,4,-1,-1,-1,-1,13,11,2,2,13,11,2,2,3
7370,1,18,12,7,14,2,3,-1,1,2,5,1,2,0,-2,-2,-1,3,4,5,4,3,4,5,4,4
7370,2,17,19,10,15,4,0,1,3,5,1,2,3,-1,-1,-1,0,10,9,13,2,13,11,13,2,2
7370,3,11,5,8,4,0,0,0,-1,1,1,3,0,-1,-1,-3,-1,13,2,11,2,13,2,10,2,4
7370,4,20,13,9,3,3,-2,1,3,4,1,2,3,-1,-3,-1,0,2,7,11,5,2,9,13,7,3
7371,0,18,17,13,14,3,2,-1,4,5,3,1,5,-2,-1,-2,-1,9,3,5,2,9,3,5,2,1
7371,1,1,4,2,10,-1,-2,3,0,2,0,3,2,-3,-2,0,-2,3,6,2,9,3,6,2,9,2
7371,2,7,16,8,11,1,3,1,0,2,4,4,2,-1,-1,-3,-2,6,2,7,12,7,2,9,13,2
7371,3,6,9,3,19,0,0,2,0,1,1,3,2,-1,-1,-1,-2,8,13,13,2,10,13,13,2,4
7371,4,12,20,15,5,5,2,1,1,5,2,3,1,0,0,-2,0,5,6,2,5,5,6,2,6,4
7372,0,5,18,6,13,-1,1,0,3,1,2,0,4,-2,-1,0,-1,7,9,7,2,9,11,9,2,4
7372,1,15,7,20,8,0,1,4,3,1,3,4,4,-1,-2,0,-1,2,13,2,11,2,13,2,11,1
7372,2,2,19,16,14,3,-1,3,1,4,0,3,2,-1,-1,0,-1,11,3,2,7,12,3,2,7,3
7372,3,11,1,3,12,2,1,1,1,2,2,3,3,0,-1,-2,-2,12,2,11,4,13,2,13,6,2
7372,4,17,9,4,10,0,-1,1,-1,1,0,1,0,-1,-1,0,-1,3,13,2,10,3,13,2,11,1
7373,0,4,10,20,12,-1,2,0,-1,2,3,1,2,-3,-1,-1,-3,10,10,2,4,13,13,2,6,1
7373,1,14,15,16,17,2,0,-2,0,3,1,1,1,-1,-1,-3,-1,13,2,12,4,13,2,13,6,2
7373,2,5,3,8,19,0,4,1,0,2,5,3,2,-2,-1,-2,-2,7,8,12,2,9,10,13,2,2
7373,3,1,11,2,6,1,0,0,0,3,2,2,0,-2,-2,-2,0,2,12,5,3,2,12,5,3,1
7373,4,18,13,9,7,0,-1,1,3,3,2,2,3,-3,-3,-1,0,13,6,13,2,13,9,13,2,1
7374,0,5,4,14,19,2,0,3,2,3,3,3,3,-1,-3,0,-1,6,13,7,2,9,13,9,2,3
7374,1,9,16,17,7,-1,2,-2,3,0,3,0,3,-1,-1,-2,0,13,2,7,2,13,2,7,2,2
7374,2,1,11,13,18,4,0,1,1,4,1,3,3,0,-1,-2,-2,2,13,7,11,2,13,9,13,1
7374,3,20,6,2,15,0,-1,-3,-1,0,0,1,1,0,-1,-4,-2,4,13,13,2,6,13,13,2,1
7374,4,3,8,12,10,3,3,0,1,3,3,1,1,0,0,-1,0,6,3,3,3,6,3,3,3,2
7375,0,5,8,1,9,0,0,0,-1,0,2,2,1,0,-2,-2,-2,4,12,2,12,6,13,2,13,3
7375,1,20,17,12,4,0,1,4,1,2,1,5,1,-2,0,-1,0,7,3,5,2,7,3,5,2,3
7375,2,13,10,14,19,0,-1,1,-2,3,0,3,0,-3,-1,-2,-2,5,13,5,2,7,13,7,2,4
7375,3,18,16,2,11,1,4,3,4,2,4,4,6,-1,0,-1,-2,13,2,4,6,13,2,5,7,2
7375,4,6,7,3,15,1,0,1,3,2,2,2,3,-1,-2,-1,0,13,13,13,2,13,13,13,2,4
7376,0,6,8,15,20,0,2,0,3,1,4,2,3,-1,-2,-2,0,13,13,2,2,13,13,2,2,3
7376,1,5,18,11,9,1,-1,2,1,2,1,2,1,-1,-2,0,0,2,5,4,7,2,5,4,7,3
7376,2,17,3,4,13,4,2,1,-1,5,5,3,1,-1,-3,-2,-2,2,13,3,4,2,12,3,5,1
7376,3,16,7,14,12,1,2,3,2,3,3,3,2,-2,-1,0,0,6,4,3,2,4,5,3,3,2
7376,4,19,1,10,2,1,1,2,3,3,4,2,3,-2,-3,0,0,2,3,13,3,2,3,12,3,2
7377,0,17,15,7,18,0,0,2,1,2,1,3,5,-2,-1,-1,-4,11,2,4,12,13,2,6,13,2
7377,1,9,12,5,4,2,2,3,1,3,2,3,4,-1,0,0,-3,13,7,2,3,13,8,2,3,3
7377,2,2,10,11,3,2,0,2,2,4,1,2,3,-2,-1,0,-1,2,8,3,4,2,7,3,5,4
7377,3,20,19,13,1,3,-1,1,2,3,2,3,4,0,-3,-2,-2,3,5,8,2,3,6,8,2,4
7377,4,16,6,14,8,1,-1,0,1,2,0,3,3,-1,-1,-3,-2,2,5,7,4,2,6,7,5,1
7378,0,1,3,19,14,2,0,-1,3,2,2,0,3,0,-2,-1,0,2,13,3,5,2,13,3,5,1
7378,1,6,9,20,13,-1,-2,-1,-1,0,0,1,2,-1,-2,-2,-3,7,13,2,2,7,13,2,2,4
7378,2,5,7,16,10,0,2,2,1,3,3,3,3,-3,-1,-1,-2,11,3,2,10,12,3,2,11,3
7378,3,17,8,11,12,1,1,2,0,3,2,2,1,-2,-1,0,-1,3,6,4,3,3,6,4,3,1
7378,4,2,18,4,15,1,-1,2,1,4,1,3,3,-3,-2,-1,-2,13,13,4,2,13,13,6,2,4
7379,0,20,12,1,19,2,0,0,-2,3,2,1,1,-1,-2,-1,-3,4,13,2,3,4,13,2,4,3
7379,1,18,14,15,17,-1,0,-1,1,1,1,2,1,-2,-1,-3,0,13,13,2,2,13,13,2,2,3
7379,2,16,7,6,8,3,-1,2,1,4,1,2,3,-1,-2,0,-2,2,8,3,5,2,6,4,7,1
7379,3,9,5,3,2,1,1,5,1,3,1,5,4,-2,0,0,-3,13,2,3,3,12,2,3,3,2
7379,4,4,13,10,11,0,0,1,0,1,2,1,1,-1,-2,0,-1,3,3,6,5,3,3,5,5,1
7380,0,20,12,5,8,2,1,1,3,3,2,2,4,-1,-1,-1,-1,2,12,2,4,2,11,2,4,3
7380,1,4,14,2,7,2,4,-2,3,3,4,1,4,-1,0,-3,-1,4,3,13,2,3,3,13,2,4
7380,2,19,3,9,11,0,1,1,-1,1,2,1,1,-1,-1,0,-2,2,11,11,10,2,13,13,13,4
7380,3,6,18,13,10,-2,1,-2,-2,0,4,1,0,-2,-3,-3,-2,9,5,2,4,9,6,2,5,3
7380,4,17,16,1,15,5,-1,-2,0,6,1,0,0,-1,-2,-2,0,4,13,13,2,6,13,13,2,1
7381,0,10,8,17,6,0,2,0,0,2,4,1,1,-2,-2,-1,-1,13,4,2,3,13,4,2,3,3
7381,1,7,20,1,2,4,2,0,1,5,2,3,2,-1,0,-3,-1,4,2,4,7,4,2,4,7,3
7381,2,11,4,19,12,1,0,1,3,2,0,2,5,-1,0,-1,-2,13,5,2,4,13,6,2,4,3
7381,3,3,9,15,13,3,1,0,1,5,2,1,1,-2,-1,-1,0,13,13,2,3,13,13,2,4,4
7381,4,16,14,18,5,-1,3,3,0,2,4,4,1,-3,-1,-1,-1,9,5,3,2,9,5,3,2,2
7382,0,5,7,13,1,2,1,-1,5,3,1,2,5,-1,0,-3,0,7,13,13,2,9,13,13,2,4
7382,1,2,15,16,17,2,4,1,1,4,4,4,2,-2,0,-3,-1,13,2,13,9,13,2,13,11,2
7382,2,19,6,10,3,-1,2,-2,0,1,3,1,3,-2,-1,-3,-3,2,2,13,10,2,2,13,10,1
7382,3,4,18,20,12,3,1,2,0,3,4,2,1,0,-3,0,-1,2,13,2,8,2,13,2,7,3
7382,4,8,9,14,11,4,-2,1,1,4,0,2,2,0,-2,-1,-1,2,13,3,3,2,13,2,3,4
7383,0,10,16,12,14,0,-2,2,1,0,1,2,1,0,-3,0,0,13,6,2,2,13,4,2,2,3
7383,1,1,5,20,8,2,2,0,3,3,2,1,5,-1,0,-1,-2,2,3,4,7,2,3,4,7,3
7383,2,19,3,13,15,2,4,-1,1,3,5,1,1,-1,-1,-2,0,3,13,13,2,4,13,13,2,4
7383,3,9,18,7,2,-2,0,3,4,0,2,3,4,-2,-2,0,0,13,13,2,2,13,13,2,2,4
7383,4,11,17,4,6,3,4,1,-1,3,5,3,0,0,-1,-2,-1,13,2,2,10,13,2,2,10,1
7384,0,11,6,5,4,4,1,0,0,4,1,1,1,0,0,-1,-1,6,5,3,2,6,5,3,2,2
7384,1,7,18,15,12,1,1,1,3,2,2,3,5,-1,-1,-2,-2,13,13,2,5,13,13,2,7,4
7384,2,13,10,17,19,2,-1,2,-2,4,2,3,0,-2,-3,-1,-2,5,13,2,2,5,13,2,2,4
7384,3,8,20,14,9,0,2,3,1,3,2,5,1,-3,0,-2,0,13,2,3,8,13,2,4,10,2
7384,4,1,2,16,3,1,2,2,2,3,3,4,3,-2,-1,-2,-1,2,5,2,8,2,5,2,8,4
7385,0,4,5,18,20,0,-1,2,0,1,0,2,2,-1,-1,0,-2,5,6,3,2,5,6,3,2,3
7385,1,8,1,13,11,5,-2,-2,3,6,1,1,3,-1,-3,-3,0,3,3,6,3,3,3,5,3,1
7385,2,19,10,15,16,-1,0,2,3,2,0,2,5,-3,0,0,-2,13,13,2,5,13,13,2,7,3
7385,3,2,14,6,3,5,-1,0,3,5,1,0,4,0,-2,0,-1,2,12,5,3,2,12,5,3,4
7385,4,7,17,9,12,2,0,0,4,2,1,0,6,0,-1,0,-2,5,2,13,2,4,2,13,2,1
7386,0,15,12,2,4,-2,2,0,-2,0,2,1,1,-2,0,-1,-3,2,3,6,6,2,3,6,6,3
7386,1,19,7,11,13,0,1,4,1,2,2,4,2,-2,-1,0,-1,2,7,7,2,2,7,7,2,3
7386,2,18,9,14,1,1,-2,2,4,4,0,4,4,-3,-2,-2,0,13,13,10,2,13,13,13,2,4
7386,3,8,20,6,17,2,3,2,4,3,3,2,4,-1,0,0,0,13,2,10,2,13,2,10,2,1
7386,4,5,16,10,3,-1,0,1,1,2,2,3,3,-3,-2,-2,-2,6,2,5,5,6,2,5,5,2
7387,0,14,18,9,15,1,2,0,2,3,3,1,3,-2,-1,-1,-1,13,13,13,2,13,13,13,2,4
7387,1,13,3,2,6,0,2,1,0,2,5,3,1,-2,-3,-2,-1,4,11,3,2,4,11,3,2,2
7387,2,11,7,19,17,-1,3,2,2,0,4,3,3,-1,-1,-1,-1,13,10,2,2,13,9,2,2,4
