round,arena,pirate1,pirate2,pirate3,pirate4,fa1,fa2,fa3,fa4,pfa1,pfa2,pfa3,pfa4,nfa1,nfa2,nfa3,nfa4,opening_odds1,opening_odds2,opening_odds3,opening_odds4,closing_odds1,closing_odds2,closing_odds3,closing_odds4,winner
3574,0,7,19,4,13,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,9,6,2,3,11,3
3574,1,18,12,17,14,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,3,13,2,3,3,4
3574,2,2,16,9,3,0,0,0,0,0,0,0,0,0,0,0,0,13,2,5,4,13,2,6,5,2
3574,3,10,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,13,10,2,13,13,13,2,13,3
3574,4,8,15,11,5,0,0,0,0,0,0,0,0,0,0,0,0,13,2,11,6,13,2,13,6,2
3795,0,6,18,4,9,-1,2,1,1,0,4,2,1,-1,-2,-1,0,10,5,2,6,13,7,2,7,3
3795,1,19,7,17,8,0,0,4,3,1,1,4,4,-1,-1,0,-1,2,13,2,8,2,13,2,8,3
3795,2,14,13,15,2,0,1,1,2,1,2,2,4,-1,-1,-1,-2,13,13,2,6,13,13,2,6,3
3795,3,20,16,10,3,1,0,-3,1,2,2,0,4,-1,-2,-3,-3,2,2,13,6,2,2,13,7,2
3795,4,1,12,5,11,1,2,-1,2,3,3,0,3,-2,-1,-1,-1,2,5,4,5,2,7,5,7,1
3937,0,19,2,17,4,0,-2,3,3,1,2,5,4,-1,-4,-2,-1,4,13,3,2,4,13,3,2,4
3937,1,5,7,8,1,3,3,3,1,3,3,4,1,0,0,-1,0,3,9,13,2,3,11,13,2,1
3937,2,3,15,10,13,0,2,0,0,1,2,1,2,-1,0,-1,-2,13,2,13,10,13,2,13,13,4
3937,3,20,16,6,14,0,1,-1,0,0,2,0,1,0,-1,-1,-1,4,2,9,4,4,2,11,5,3
3937,4,11,18,9,12,3,2,1,2,3,4,2,2,0,-2,-1,0,6,5,11,2,7,7,13,2,3
3939,0,2,7,9,20,3,2,-1,-1,4,2,1,1,-1,0,-2,-2,4,2,13,2,4,2,13,2,3
3939,1,8,15,16,1,0,0,2,4,2,2,2,4,-2,-2,0,0,13,4,7,2,13,2,9,2,3
3939,2,6,14,5,11,0,3,0,1,1,3,2,1,-1,0,-2,0,7,3,3,4,7,2,3,4,3
3939,3,13,4,18,19,-2,-1,0,0,1,1,3,1,-3,-2,-3,-1,13,13,13,2,13,13,13,2,3
3939,4,10,3,17,12,0,4,6,2,0,4,6,2,0,0,0,0,13,13,2,3,13,13,2,2,4
3983,0,7,13,15,3,-1,1,2,0,1,2,2,2,-2,-1,0,-2,13,13,2,13,13,13,2,13,3
3983,1,2,4,14,9,1,-3,5,3,2,1,5,4,-1,-4,0,-1,5,13,2,5,6,13,2,6,3
3983,2,6,10,17,12,-2,-1,-1,1,0,1,1,2,-2,-2,-2,-1,13,13,2,2,13,13,2,2,3
3983,3,18,8,20,1,-1,2,-1,2,1,5,0,4,-2,-3,-1,-2,13,11,5,2,13,13,6,2,3
3983,4,11,5,16,19,0,0,0,1,2,2,1,1,-2,-2,-1,0,13,13,8,2,13,13,8,2,4
4000,0,19,5,16,20,0,1,3,0,1,1,4,1,-1,0,-1,-1,3,6,3,5,2,6,3,6,2
4000,1,4,11,10,17,3,0,0,2,3,1,0,3,0,-1,0,-1,2,13,13,2,2,13,13,2,4
4000,2,1,7,12,6,4,-1,3,1,4,1,3,2,0,-2,0,-1,2,13,5,6,2,13,7,7,2
4000,3,9,18,2,3,1,3,2,5,1,3,2,6,0,0,0,-1,13,3,2,3,13,3,2,3,3
4000,4,13,14,15,8,0,1,-1,3,1,2,1,4,-1,-1,-2,-1,7,13,2,5,8,13,2,6,3
4476,0,20,12,8,1,-1,5,-3,6,1,5,1,6,-2,0,-4,0,13,8,13,2,13,10,13,2,4
4476,1,2,19,18,6,1,1,1,-1,2,2,4,1,-1,-1,-3,-2,13,2,13,6,13,2,13,9,2
4476,2,10,13,4,14,1,-2,-1,1,1,1,2,1,0,-3,-3,0,12,5,4,2,13,6,4,2,1
4476,3,11,7,3,9,1,-1,3,-1,1,2,3,1,0,-3,0,-2,5,4,2,5,5,4,2,7,3
4476,4,16,15,5,17,2,1,1,6,2,1,2,6,0,0,-1,0,12,2,13,2,13,2,13,2,2
4509,0,6,11,13,1,-1,2,1,-1,0,2,2,2,-1,0,-1,-3,13,12,2,2,13,13,2,2,3
4509,1,10,8,2,3,0,1,3,3,1,4,4,4,-1,-3,-1,-1,13,9,2,3,13,11,2,2,4
4509,2,17,15,7,18,2,1,2,0,3,2,3,3,-1,-1,-1,-3,7,2,6,13,9,2,9,13,4
4509,3,19,20,16,14,2,0,-1,1,3,1,2,2,-1,-1,-3,-1,2,6,5,10,2,9,7,13,4
4509,4,4,12,5,9,-1,1,1,1,1,2,2,2,-2,-1,-1,-1,4,5,2,6,4,6,2,7,3
4511,0,20,19,9,10,1,0,1,0,1,1,1,1,0,-1,0,-1,3,2,13,13,2,2,13,13,1
4511,1,18,15,13,3,0,0,-2,2,3,1,1,4,-3,-1,-3,-2,13,2,9,12,13,2,12,13,2
4511,2,8,16,12,4,-2,5,5,0,2,6,5,2,-4,-1,0,-2,13,2,3,4,13,2,2,5,2
4511,3,6,5,11,14,1,-1,-1,1,1,1,1,3,0,-2,-2,-2,3,4,11,2,3,4,12,2,4
4511,4,17,1,2,7,3,3,2,0,3,3,4,0,0,0,-2,0,4,2,11,12,4,2,13,13,2
4538,0,17,9,1,11,3,2,0,3,4,3,2,3,-1,-1,-2,0,3,13,2,5,3,13,2,5,3
4538,1,18,10,14,20,1,-1,2,1,3,0,3,2,-2,-1,-1,-1,7,13,4,2,10,13,4,2,4
4538,2,2,4,8,16,-1,2,1,3,3,4,3,3,-4,-2,-2,0,13,4,13,2,13,4,13,2,4
4538,3,12,15,19,13,1,1,-2,0,3,2,0,2,-2,-1,-2,-2,13,2,5,7,13,2,6,10,2
4538,4,6,5,3,7,0,0,2,0,1,2,3,1,-1,-2,-1,-1,5,4,8,2,5,4,8,2,1
4542,0,12,14,1,18,2,2,3,0,3,3,4,3,-1,-1,-1,-3,12,9,2,11,13,12,2,13,3
4542,1,3,7,15,4,2,0,-1,3,3,1,0,4,-1,-1,-1,-1,13,13,2,2,13,13,2,2,4
4542,2,17,13,19,2,3,0,-2,3,3,2,0,4,0,-2,-2,-1,2,11,3,3,2,12,3,3,1
4542,3,9,20,6,8,-1,-1,-2,3,0,0,0,4,-1,-1,-2,-1,13,2,6,2,13,2,6,2,2
4542,4,16,11,10,5,1,0,1,0,3,0,2,2,-2,0,-1,-2,2,12,8,2,2,13,10,2,4
4543,0,11,3,14,6,1,4,1,2,2,4,2,2,-1,0,-1,0,13,5,4,2,13,6,5,2,4
4543,1,16,18,4,19,4,2,-2,0,5,4,0,1,-1,-2,-2,-1,3,13,13,2,2,13,13,2,2
4543,2,20,9,10,7,-1,-2,0,1,1,0,2,2,-2,-2,-2,-1,3,13,12,2,2,13,13,2,1
4543,3,15,5,2,1,-2,0,2,2,1,1,3,3,-3,-1,-1,-1,5,11,8,2,7,13,12,2,3
4543,4,13,12,8,17,-1,-1,2,1,1,2,3,2,-2,-3,-1,-1,6,11,6,2,9,13,9,2,4
4544,0,5,3,10,18,2,4,-1,0,2,5,0,2,0,-1,-1,-2,2,5,13,4,2,6,13,5,1
4544,1,19,13,6,9,1,1,-1,0,2,2,0,1,-1,-1,-1,-1,2,3,10,13,2,2,13,13,1
4544,2,12,15,20,1,2,-1,1,1,3,1,1,2,-1,-2,0,-1,13,2,5,2,13,2,5,2,2
4544,3,2,17,4,8,0,5,-1,0,2,5,2,2,-2,0,-3,-2,13,2,7,13,13,2,8,13,2
4544,4,11,7,16,14,1,-2,4,2,3,0,4,4,-2,-2,0,-2,13,13,2,5,13,13,2,6,3
4545,0,13,17,9,16,0,1,-1,2,2,2,1,3,-2,-1,-2,-1,7,3,13,2,7,3,13,2,4
4545,1,14,2,11,6,2,4,1,1,3,5,2,2,-1,-1,-1,-1,7,2,8,2,7,2,8,2,4
4545,2,20,4,12,7,-1,0,3,0,1,0,5,1,-2,0,-2,-1,8,2,4,3,10,2,4,3,4
4545,3,15,5,18,1,2,0,0,2,3,1,1,4,-1,-1,-1,-2,2,13,13,3,2,13,13,3,1
4545,4,3,19,8,10,5,0,2,0,5,1,4,0,0,-1,-2,0,10,2,7,8,13,2,10,12,2
4546,0,12,4,2,1,4,2,1,2,4,2,3,3,0,0,-2,-1,8,3,13,2,8,3,13,2,4
4546,1,6,8,16,10,0,-2,3,2,0,2,4,2,0,-4,-1,0,11,13,2,5,13,13,2,7,3
4546,2,5,18,9,14,1,2,-2,3,1,3,0,3,0,-1,-2,0,3,3,13,2,3,3,13,2,1
4546,3,11,3,15,7,3,5,-1,1,3,5,1,2,0,0,-2,-1,13,8,2,4,13,10,2,5,3
4546,4,19,17,13,20,-1,4,0,2,1,5,1,2,-2,-1,-1,0,5,4,10,2,7,5,13,2,1
4547,0,19,1,2,9,-3,0,-3,2,0,0,0,2,-3,0,-3,0,7,2,13,8,9,2,13,12,2
4547,1,14,16,15,6,1,2,0,1,2,2,1,1,-1,0,-1,0,13,5,2,7,13,6,2,9,2
4547,2,10,12,8,18,0,2,1,1,1,3,3,3,-1,-1,-2,-2,13,2,4,2,13,2,4,2,2
4547,3,7,3,11,5,3,2,-2,1,3,3,1,2,0,-1,-3,-1,2,8,13,2,2,8,13,2,1
4547,4,20,4,17,13,2,0,4,3,2,2,4,3,0,-2,0,0,4,13,2,2,4,13,2,2,1
4558,0,13,6,14,19,-1,-1,1,2,1,0,2,2,-2,-1,-1,0,13,13,13,2,13,13,13,2,4
4558,1,7,9,18,17,0,-3,-1,1,1,0,1,2,-1,-3,-2,-1,5,13,7,2,6,13,8,2,4
4558,2,4,1,5,11,0,-2,1,2,2,1,3,2,-2,-3,-2,0,4,3,3,5,4,3,3,5,4
4558,3,8,15,16,2,1,2,1,2,4,3,3,4,-3,-1,-2,-2,13,2,6,11,13,2,7,13,2
4558,4,3,12,10,20,2,0,0,-1,4,2,2,1,-2,-2,-2,-2,9,4,12,2,12,3,13,2,2
4561,0,19,7,15,12,-1,0,1,3,1,2,2,3,-2,-2,-1,0,10,13,2,5,13,13,2,7,3
4561,1,14,11,2,9,1,2,0,0,2,3,2,1,-1,-1,-2,-1,4,4,2,5,4,4,2,7,2
4561,2,10,20,17,8,-3,1,2,5,1,1,3,5,-4,0,-1,0,13,4,2,2,13,4,2,2,2
4561,3,18,4,3,6,1,3,2,2,3,4,4,2,-2,-1,-2,0,12,2,13,2,13,2,13,2,2
4561,4,13,5,16,1,1,3,5,6,4,3,5,6,-3,0,0,0,13,11,6,2,13,13,7,2,4
4568,0,20,4,6,3,0,0,0,5,1,1,0,5,-1,-1,0,0,3,4,5,3,3,4,5,3,4
4568,1,16,18,12,14,3,0,4,-1,4,1,5,1,-1,-1,-1,-2,2,10,2,6,2,13,2,9,1
4568,2,9,1,8,5,1,0,1,1,2,1,2,2,-1,-1,-1,-1,13,2,13,2,13,2,13,2,4
4568,3,10,7,13,19,1,2,2,-1,1,2,5,0,0,0,-3,-1,13,4,5,2,13,5,7,2,4
4568,4,17,2,15,11,4,0,2,3,6,3,2,3,-2,-3,0,0,7,13,2,13,9,13,2,13,3
4575,0,1,5,4,14,0,0,2,3,2,1,4,3,-2,-1,-2,0,4,6,3,3,4,6,3,3,1
4575,1,2,12,20,10,-1,1,1,1,3,2,2,1,-4,-1,-1,0,13,7,2,5,13,8,2,7,4
4575,2,7,3,13,9,0,0,-2,0,1,3,1,2,-1,-3,-3,-2,3,7,2,5,3,7,2,5,3
4575,3,6,8,17,19,2,1,5,-2,2,2,5,2,0,-1,0,-4,12,13,2,3,13,13,2,3,3
4575,4,11,15,16,18,3,-2,-1,0,4,0,0,1,-1,-2,-1,-1,10,2,4,4,13,2,5,5,1
4576,0,2,20,13,19,4,-3,1,1,5,0,2,1,-1,-3,-1,0,9,13,9,2,10,13,12,2,4
4576,1,12,8,9,1,2,0,2,2,3,2,2,3,-1,-2,0,-1,11,13,13,2,13,13,13,2,4
4576,2,14,5,15,7,2,0,0,-1,2,1,2,1,0,-1,-2,-2,13,8,2,8,13,10,2,12,2
4576,3,3,16,11,4,3,4,1,0,3,5,2,1,0,-1,-1,-1,13,2,13,2,13,2,13,2,4
4576,4,6,10,17,18,0,0,2,1,2,2,4,3,-2,-2,-2,-2,10,13,2,3,10,13,2,3,3
4577,0,16,13,3,11,1,-2,1,1,2,1,2,1,-1,-3,-1,0,2,5,7,4,2,5,7,4,2
4577,1,1,8,18,5,0,4,2,1,3,5,3,1,-3,-1,-1,0,4,7,4,2,4,7,4,2,4
4577,2,2,6,10,9,2,2,-1,0,3,3,0,0,-1,-1,-1,0,3,2,8,5,3,2,8,5,2
4577,3,7,19,14,12,1,0,1,2,1,1,2,3,0,-1,-1,-1,11,2,10,3,11,2,10,3,2
4577,4,15,4,17,20,-2,2,3,1,1,3,4,1,-3,-1,-1,0,5,4,3,3,5,4,3,3,3
4587,0,9,20,7,5,0,1,2,-1,0,1,3,2,0,0,-1,-3,13,2,3,4,13,2,3,4,2
4587,1,11,3,8,18,0,2,5,1,1,4,5,4,-1,-2,0,-3,13,13,2,3,13,13,2,2,4
4587,2,13,10,12,17,-3,0,0,3,0,0,0,4,-3,0,0,-1,13,13,7,2,13,13,9,2,4
4587,3,14,16,4,15,1,3,-1,3,2,4,0,3,-1,-1,-1,0,13,11,13,2,13,13,13,2,4
4587,4,2,1,6,19,2,4,0,0,3,5,1,1,-1,-1,-1,-1,13,2,13,2,13,2,13,2,1
4588,0,5,10,7,13,1,2,2,0,3,2,2,3,-2,0,0,-3,4,13,2,2,4,13,2,2,1
4588,1,14,12,3,6,4,1,5,1,4,2,7,1,0,-1,-2,0,3,6,5,3,3,6,5,3,1
4588,2,1,9,17,4,2,2,5,-1,3,3,5,2,-1,-1,0,-3,3,13,2,9,3,13,2,9,1
4588,3,15,19,11,20,1,0,2,0,1,1,2,1,0,-1,0,-1,2,3,13,6,2,3,13,6,1
4588,4,18,16,8,2,2,2,2,0,3,3,4,2,-1,-1,-2,-2,6,2,5,4,6,2,5,4,2
4596,0,19,12,2,13,-1,2,0,1,1,3,2,2,-2,-1,-2,-1,3,5,13,2,2,5,13,2,1
4596,1,1,7,14,5,-2,2,1,0,0,2,1,1,-2,0,0,-1,4,3,6,3,4,3,6,3,2
4596,2,18,16,15,10,3,5,3,0,5,6,3,1,-2,-1,0,-1,13,7,2,13,13,8,2,13,2
4596,3,4,11,17,9,-1,0,1,0,1,2,3,2,-2,-2,-2,-2,3,13,2,9,2,13,2,12,2
4596,4,6,8,20,3,1,0,0,1,2,2,1,3,-1,-2,-1,-2,5,13,2,5,7,13,2,7,4
4597,0,1,10,7,12,3,-2,1,1,4,1,2,2,-1,-3,-1,-1,2,13,4,4,2,13,6,6,1
4597,1,9,4,14,18,0,1,4,2,2,3,4,4,-2,-2,0,-2,13,4,2,4,13,6,2,6,3
4597,2,2,5,20,19,3,-1,0,1,5,0,1,2,-2,-1,-1,-1,11,13,6,2,13,13,7,2,4
4597,3,3,17,8,15,2,3,0,1,3,3,2,2,-1,0,-2,-1,13,4,13,2,13,4,13,2,4
4597,4,11,13,6,16,-2,0,-1,1,0,2,1,3,-2,-2,-2,-2,13,4,10,2,13,5,13,2,4
4598,0,8,11,7,6,0,1,0,2,2,1,2,2,-2,0,-2,0,13,10,4,2,13,13,4,2,3
4598,1,5,3,18,16,-1,0,2,4,2,2,4,5,-3,-2,-2,-1,12,13,7,2,13,13,9,2,4
4598,2,19,2,17,13,0,-1,2,0,2,2,3,2,-2,-3,-1,-2,3,13,2,4,3,13,2,4,3
4598,3,20,14,15,4,1,5,-2,-1,2,5,0,1,-1,0,-2,-2,5,4,2,5,5,4,2,5,3
4598,4,12,10,9,1,0,0,-2,-3,1,1,0,0,-1,-1,-2,-3,4,7,12,2,4,7,13,2,4
4599,0,3,15,18,17,3,0,-1,0,4,1,1,2,-1,-1,-2,-2,13,2,13,5,13,2,13,6,2
4599,1,8,11,12,5,0,4,3,1,2,4,3,1,-2,0,0,0,13,9,3,2,13,9,2,2,4
4599,2,7,20,14,19,2,-1,0,0,2,1,1,1,0,-2,-1,-1,10,10,13,2,13,13,13,2,4
4599,3,6,13,4,2,-2,-1,2,2,0,1,2,4,-2,-2,0,-2,13,11,2,3,13,13,2,2,3
4599,4,9,16,10,1,0,6,0,6,1,6,1,6,-1,0,-1,0,13,4,13,2,13,4,13,2,4
4602,0,14,18,7,12,1,0,4,1,2,2,4,1,-1,-2,0,0,13,12,2,3,13,13,2,2,3
4602,1,1,13,15,8,2,1,2,0,3,3,3,3,-1,-2,-1,-3,4,13,2,13,4,13,2,13,1
4602,2,11,5,4,2,0,-2,2,1,2,1,2,3,-2,-3,0,-2,13,13,2,3,13,13,2,3,3
4602,3,6,3,16,17,1,5,0,2,1,5,2,2,0,0,-2,0,12,9,5,2,13,11,6,2,4
4602,4,20,9,10,19,-1,-1,-1,2,0,0,0,2,-1,-1,-1,0,12,13,13,2,13,13,13,2,4
4603,0,4,15,16,13,1,2,3,2,2,3,4,3,-1,-1,-1,-1,13,2,4,5,13,2,4,5,2
4603,1,1,19,2,3,-1,1,1,2,1,2,3,4,-2,-1,-2,-2,4,2,8,13,4,2,8,13,2
4603,2,9,12,5,17,1,3,1,0,1,4,2,2,0,-1,-1,-2,13,7,2,2,13,7,2,2,4
4603,3,10,18,14,20,0,2,1,0,2,3,3,1,-2,-1,-2,-1,13,3,6,2,13,3,6,2,2
4603,4,8,6,11,7,4,-1,3,3,4,0,3,3,0,-1,0,0,5,12,5,2,5,12,5,2,4
4607,0,13,17,20,15,-3,-1,0,0,1,2,1,1,-4,-3,-1,-1,13,12,8,2,13,13,10,2,2
4607,1,16,14,12,8,3,0,3,1,4,2,5,4,-1,-2,-2,-3,2,9,3,7,2,9,3,7,1
4607,2,7,6,11,18,3,-1,3,-1,3,0,3,1,0,-1,0,-2,2,9,3,4,2,9,3,4,1
4607,3,10,9,5,3,-2,-1,2,0,1,2,3,3,-3,-3,-1,-3,13,13,2,5,13,13,2,5,3
4607,4,4,2,1,19,2,-1,3,0,4,3,4,1,-2,-4,-1,-1,13,13,2,2,13,13,2,2,4
4610,0,18,15,7,1,0,0,4,2,3,1,4,3,-3,-1,0,-1,13,2,5,2,13,2,5,2,2
4610,1,6,3,13,4,-1,4,-2,1,0,6,0,2,-1,-2,-2,-1,12,6,7,2,13,7,9,2,4
4610,2,10,5,17,20,1,-1,1,3,2,1,2,3,-1,-2,-1,0,13,12,4,2,13,12,4,2,2
4610,3,2,9,12,19,1,-1,2,1,3,1,2,2,-2,-2,0,-1,12,13,7,2,13,13,9,2,4
4610,4,11,14,8,16,-2,2,1,1,0,4,3,3,-2,-2,-2,-2,13,5,5,2,13,6,7,2,2
4617,0,20,6,1,13,0,-1,1,1,1,0,2,2,-1,-1,-1,-1,7,13,2,3,8,13,2,3,3
4617,1,14,2,10,12,2,2,-2,3,3,3,0,3,-1,-1,-2,0,4,5,13,2,5,6,13,2,1
4617,2,5,11,9,17,0,-1,-2,1,1,1,0,1,-1,-2,-2,0,5,13,13,2,6,13,13,2,4
4617,3,15,3,4,8,1,2,0,1,1,4,2,2,0,-2,-2,-1,2,13,6,13,2,13,7,13,1
4617,4,19,18,16,7,2,2,-1,2,3,2,2,3,-1,0,-3,-1,2,7,6,5,2,9,9,7,4
4618,0,14,11,4,16,2,1,2,-3,3,2,3,0,-1,-1,-1,-3,8,13,2,5,12,13,2,7,4
4618,1,13,9,12,3,0,1,2,1,3,2,4,3,-3,-1,-2,-2,3,9,2,4,3,9,2,4,3
4618,2,8,6,10,5,-2,1,0,-1,2,1,2,1,-4,0,-2,-2,13,2,11,2,13,2,13,2,4
4618,3,19,7,1,2,0,1,1,-1,2,2,3,2,-2,-1,-2,-3,2,11,2,11,2,13,2,13,3
4618,4,20,17,18,15,1,1,1,2,1,1,2,4,0,0,-1,-2,12,7,13,2,13,10,13,2,4
4619,0,18,2,6,10,-1,-1,-2,0,2,1,0,1,-3,-2,-2,-1,7,4,4,2,7,4,4,2,1
4619,1,9,5,20,1,0,-1,3,2,0,0,3,4,0,-1,0,-2,13,13,2,2,13,13,2,2,4
4619,2,12,11,19,16,2,2,-2,5,3,3,0,5,-1,-1,-2,0,13,13,5,2,13,13,6,2,4
4619,3,15,4,8,3,1,1,2,2,2,1,4,2,-1,0,-2,0,2,4,12,13,2,3,13,13,1
4619,4,7,14,13,17,2,2,0,2,4,2,3,3,-2,0,-3,-1,5,8,7,2,4,10,9,2,4
4633,0,12,1,13,20,1,0,0,0,3,3,2,0,-2,-3,-2,0,13,3,6,2,13,3,6,2,3
4633,1,5,3,10,2,-1,2,0,-1,1,4,2,1,-2,-2,-2,-2,3,7,5,2,3,7,5,2,3
4633,2,16,11,8,4,2,1,-1,1,3,3,2,3,-1,-2,-3,-2,2,13,13,2,2,13,13,2,2
4633,3,6,9,17,18,-1,1,1,3,1,1,3,5,-2,0,-2,-2,11,12,2,2,13,13,2,2,4
4633,4,15,19,14,7,2,0,2,1,2,1,2,2,0,-1,0,-1,2,4,13,13,2,4,13,13,3
4641,0,4,17,12,8,2,4,2,1,3,4,3,2,-1,0,-1,-1,5,2,5,11,5,2,5,11,3
4641,1,19,7,5,20,1,1,0,-2,1,2,1,0,0,-1,-1,-2,2,7,6,6,2,7,6,6,1
4641,2,2,14,1,18,-2,0,1,1,2,2,3,2,-4,-2,-2,-1,13,12,2,3,13,12,2,3,3
4641,3,15,13,9,10,3,3,0,-1,4,4,1,1,-1,-1,-1,-2,2,4,13,13,2,4,13,13,1
4641,4,3,11,16,6,2,1,2,0,3,1,4,2,-1,0,-2,-2,10,12,2,3,10,12,2,3,3
4653,0,13,10,15,19,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,4,13,13,2,4,3
4653,1,8,18,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,13,8,5,2,13,3
4653,2,2,6,12,5,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,2,13,13,3,2,4
4653,3,3,20,1,17,0,0,0,0,0,0,0,0,0,0,0,0,13,8,2,2,13,8,2,2,3
4653,4,14,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,13,7,10,2,13,7,10,2,4
4657,0,18,12,7,15,1,3,1,3,2,5,1,4,-1,-2,0,-1,13,13,13,2,13,13,13,2,1
4657,1,19,6,17,4,1,1,2,0,2,1,2,1,-1,0,0,-1,2,13,2,6,2,13,2,6,3
4657,2,8,14,9,11,0,-1,1,1,2,1,2,3,-2,-2,-1,-2,6,4,4,2,6,4,4,2,3
4657,3,13,3,16,10,1,4,1,1,2,4,3,1,-1,0,-2,0,3,6,2,7,3,6,2,7,3
4657,4,5,20,2,1,0,3,0,2,1,3,2,2,-1,0,-2,0,13,3,13,2,13,3,13,2,4
4660,0,18,19,16,5,0,-1,2,2,3,1,3,3,-3,-2,-1,-1,13,4,2,2,13,4,2,2,2
4660,1,13,17,15,3,-2,1,2,1,2,4,2,4,-4,-3,0,-3,13,13,2,13,13,13,2,13,3
4660,2,9,20,2,12,2,1,1,2,2,1,3,4,0,0,-2,-2,13,2,4,3,13,2,4,3,4
4660,3,10,6,14,8,1,1,0,0,2,1,2,2,-1,0,-2,-2,13,2,3,3,13,2,3,3,2
4660,4,4,11,1,7,-1,0,5,0,1,2,6,1,-2,-2,-1,-1,11,13,2,5,13,13,2,5,3
4672,0,9,14,11,4,-2,1,1,0,0,2,2,0,-2,-1,-1,0,13,7,9,2,13,8,11,2,4
4672,1,3,5,17,1,3,2,1,-1,4,2,3,1,-1,0,-2,-2,13,3,5,2,13,3,5,2,3
4672,2,10,18,8,2,-1,3,0,2,1,4,2,3,-2,-1,-2,-1,13,2,8,2,13,2,8,2,2
4672,3,13,20,15,12,2,2,3,3,3,3,3,3,-1,-1,0,0,13,12,2,13,13,13,2,13,3
4672,4,16,19,7,6,5,-2,-1,1,5,0,0,1,0,-2,-1,0,2,4,11,6,2,5,13,7,3
4681,0,7,1,14,2,2,0,0,2,3,2,1,3,-1,-2,-1,-1,4,2,8,3,4,2,8,3,1
4681,1,18,20,8,16,0,0,0,2,2,1,3,3,-2,-1,-3,-1,12,3,13,2,13,2,13,2,4
4681,2,19,4,3,10,-1,1,2,-1,2,2,3,0,-3,-1,-1,-1,3,2,5,9,3,2,5,9,2
4681,3,12,15,9,11,1,2,-2,0,4,3,0,1,-3,-1,-2,-1,13,2,13,11,13,2,13,13,2
4681,4,6,17,13,5,-2,2,-2,1,0,4,1,3,-2,-2,-3,-2,13,3,6,2,13,2,6,2,4
4684,0,17,14,11,7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,4,2,3,12,4,4
4684,1,4,12,1,16,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,2,13,13,2,2,3
4684,2,6,9,2,20,0,0,0,0,0,0,0,0,0,0,0,0,9,13,13,2,9,13,13,2,4
4684,3,19,15,5,13,0,0,0,0,0,0,0,0,0,0,0,0,4,2,13,7,4,2,13,7,3
4684,4,3,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,3,3,4,7,4
4699,0,16,1,10,2,2,1,0,0,4,3,0,2,-2,-2,0,-2,4,2,11,5,4,2,13,7,4
4699,1,6,9,3,14,0,1,-1,7,2,2,3,7,-2,-1,-4,0,11,13,13,2,13,13,13,2,4
4699,2,20,4,13,12,-1,1,4,4,0,1,5,5,-1,0,-1,-1,12,4,2,4,12,4,2,4,4
4699,3,17,7,11,8,0,2,1,1,2,3,1,3,-2,-1,0,-2,3,2,6,5,3,2,6,5,2
4699,4,19,5,15,18,1,1,0,0,2,2,1,2,-1,-1,-1,-2,3,10,2,13,3,10,2,13,1
4708,0,6,7,18,17,1,0,4,4,2,2,7,5,-1,-2,-3,-1,12,5,9,2,13,6,12,2,4
4708,1,3,13,16,2,4,0,1,1,4,2,3,2,0,-2,-2,-1,9,5,2,3,9,6,2,3,3
4708,2,9,12,20,8,0,1,2,4,0,2,2,5,0,-1,0,-1,13,7,2,3,13,8,2,2,2
4708,3,1,11,10,4,1,2,0,-1,2,3,1,2,-1,-1,-1,-3,2,7,13,3,2,7,13,3,1
4708,4,15,5,19,14,1,1,-1,3,1,2,1,4,0,-1,-2,-1,2,13,5,8,2,13,6,12,3
4709,0,17,6,14,10,5,-1,2,0,6,0,3,2,-1,-1,-1,-2,2,12,4,10,2,13,4,13,3
4709,1,11,2,5,19,3,0,0,-1,3,3,1,0,0,-3,-1,-1,12,13,5,2,13,13,5,2,4
4709,2,1,12,9,13,1,3,1,1,4,4,1,3,-3,-1,0,-2,3,3,13,2,3,3,13,2,2
4709,3,18,7,4,3,1,1,-1,2,3,3,0,3,-2,-2,-1,-1,6,4,2,4,6,4,2,4,3
4709,4,8,16,20,15,1,0,-2,1,3,2,0,2,-2,-2,-2,-1,13,13,13,2,13,13,13,2,4
4710,0,7,3,18,6,0,1,3,1,2,2,5,2,-2,-1,-2,-1,5,11,3,2,5,11,3,2,1
4710,1,2,10,14,13,4,-2,2,2,4,0,4,3,0,-2,-2,-1,2,13,5,2,2,13,5,2,4
4710,2,1,19,4,8,3,-1,-1,1,3,0,1,3,0,-1,-2,-2,2,3,6,13,2,3,6,13,1
4710,3,11,5,12,17,2,1,1,4,2,2,2,5,0,-1,-1,-1,13,5,12,2,13,5,12,2,2
4710,4,16,9,20,15,2,-3,-2,3,4,0,1,3,-2,-3,-3,0,13,13,13,2,13,13,13,2,4
4714,0,4,20,14,19,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,2,13,9,3,2,4
